"ID","exp_cond","big_Or01","big_N02","big_Nr03","big_O04","big_E05","big_E06","big_C07","big_C08","big_N09","big_A10","big_Ar11","big_Nr12","big_Er13","big_C14","big_Or15","big_E16","big_O17","big_E18","big_A19","big_Cr20","big_Cr21","big_N22","big_Or23","big_A24","big_Or25","big_C26","big_Er27","big_Nr28","big_Cr29","big_Ar30","big_C31","big_Er32","big_N33","big_Cr34","big_Or35","big_N36","big_Ar37","big_A38","big_Cr39","big_E40","big_Er41","vas_ar","age","gender","edu","occ","income","inc_cur","inc_normed","fav_device","tech_interest","operating_sys","os_use","os_pref","session_length","page_trail","pages_visited","os_auto","quit_early","rt_1","rt_2","rt_3","rt_4","rt_5","rt_6","seriousness","so","z0_browser_screen_h","z0_browser_screen_w","start","end","true_trail","big_O","big_C","big_E","big_A","big_N"
29890,"66VASnt",3.7,3.3,3.6,3.7,3.4,3.5,4,3.8,1.4,4.8,4.9,2.2,2.7,3.9,3.5,4.2,4,3.9,3.8,2.9,2.4,3.3,3.6,3.9,4.9,4.3,3,1.7,2.8,4.1,2.7,3.4,2.2,2.8,4.5,2.5,4.2,3.6,4.5,3.7,4.5,74,19,"woman","high school","student",900,"euro",900,"Apple Smartphone",38,"win","win","win",885,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:124.0) Gecko/20100101 Firefox/124.0",NA,74696,92486,157523,61516,172399,320169,"participate","so",720,1280,2024-03-29 22:08:58,2024-03-29 22:23:43,7,3.98571428571429,3.41,3.58888888888889,4.18571428571429,2.525
21588,"89LIK",4,5,3,5,2,2,2,3,2,5,5,3,4,4,4,2,4,1,5,4,4,2,4,4,4,2,2,1,1,3,2,3,3,1,5,3,5,4,3,3,2,84,21,"woman","high school","student",700,"euro",700,"Apple phone",16,"iphone","mac","mac",294,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1 Mobile/15E148 Safari/604.1",NA,25262,NA,39060,61721,57934,63897,"participate","so",852,393,2024-03-30 02:30:31,2024-03-30 02:35:25,7,4.28571428571429,2.6,2.33333333333333,4.42857142857143,2.75
96028,"74VAS",4.6,1.6,3.4,4.1,3.9,4.4,3.8,4,1.8,4.7,4.8,3.4,3.9,3.8,4,4.3,4.5,4.3,4.2,3.4,2.6,3.7,4.2,4.2,3.7,4.3,4,3.1,1.6,2.3,4,4.4,1.7,4.3,4,2,3.9,4.1,4,4.1,3.7,50,20,"woman","high school","student",930,NA,930,"Samsung tablet",31,"android","win","win",345,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html - thank.html",8,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Mobile Safari/537.36",NA,14330,NA,80818,48645,29495,63695,"participate","so",800,360,2024-03-30 14:33:48,2024-03-30 14:39:33,7,4.15714285714286,3.58,4.11111111111111,4.02857142857143,2.5875
2866,"89LIK",4,2,3,4,1,3,5,4,2,4,5,1,3,4,4,3,4,3,4,5,5,2,5,4,2,4,2,2,4,3,4,4,1,5,5,1,5,4,5,3,4,60,25,"woman","college","employed",3000,"euro",3000,"Think Pad laptop (Windows)",41,"iphone","win","win",324,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1.2 Mobile/15E148 Safari/604.1",NA,37712,NA,60517,50608,29944,102059,"participate","so",812,375,2024-03-30 18:36:35,2024-03-30 18:41:59,7,4,4.5,2.88888888888889,4.14285714285714,1.75
51734,"74VAS",4.4,5,5,1.1,1.2,1.6,5,4.6,4.7,5,5,5,1.4,4.8,4.7,1,2.3,1,1.4,4.9,2.2,5,1.8,4.7,1,5,1.4,4.3,2.2,3.7,4.6,3,5,4.3,1.4,5,2.9,2.2,4.9,1,3.3,14,25,"woman","technical school","student",1100,"euro",1100,"Android Smartphone (Huawei) ",36,"win","win","win",328,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36 Edg/122.0.0.0",NA,26907,NA,47949,52363,30041,74529,"participate","so",864,1536,2024-03-30 18:45:05,2024-03-30 18:50:33,7,2.38571428571429,4.25,1.65555555555556,3.55714285714286,4.875
43867,"89LIK",5,3,4,4,2,3,3,3,3,4,5,4,2,3,4,2,4,2,4,3,2,4,5,3,4,4,1,3,2,4,3,1,3,3,4,3,5,4,3,2,2,22,20,"woman","high school","student",350,"euro",350,"Android Smartphone ",33,"mac","other","other",290,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.3.1 Safari/605.1.15",NA,25931,NA,87114,25310,23808,95601,"participate","so",1080,810,2024-03-30 18:57:24,2024-03-30 19:02:14,7,4.28571428571429,2.9,1.88888888888889,4.14285714285714,3.375
69525,"89LIK",5,4,2,4,2,4,4,3,2,4,5,2,3,4,4,3,4,4,5,4,4,4,4,4,5,5,3,2,3,4,3,4,3,2,5,4,2,5,4,4,5,42,21,"woman","high school","student",3000,"euro",3000,"iPad",16,"iphone","mac","mac",234,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.3.1 Mobile/15E148 Safari/604.1",NA,27571,NA,31901,29642,39760,68803,"participate","so",896,414,2024-03-30 19:48:27,2024-03-30 19:52:21,7,4.42857142857143,3.6,3.55555555555556,4.14285714285714,2.875
6048,"74VAS",3.5,2.5,1.9,3.8,3.6,3.6,4.7,2.7,1.9,4.9,4.5,3.6,2.3,3.9,4,2.7,3.5,2.6,3.5,3.7,3.3,1.5,3.2,4,3.8,4.3,3.4,2.3,3.3,2.3,4,3.8,2.1,3.4,3.5,2.3,4.5,3.8,3.8,4,4.3,41,20,"woman","high school","student",4000,"euro",4000,"I phone",24,"iphone","mac","mac",309,"start.html - 148.html - 148.html - 148.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",10,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/309.1.619045077 Mobile/15E148 Safari/604.1",NA,27592,NA,70130,62494,33216,79405,"participate","so",844,390,2024-03-30 20:15:32,2024-03-30 20:20:41,7,3.61428571428571,3.71,3.36666666666667,3.92857142857143,2.2625
73665,"74VAS",4.5,2.5,4,1.6,1,1,3.8,4.2,5,5,5,5,1.1,4,2.7,1,2.1,1.7,3.6,4.3,1.6,4,4.2,5,1,5,1,5,1.2,5,4.7,1.1,5,5,4.9,5,4.9,4,4.6,1,2.7,7,21,"woman","high school","student",NA,NA,NA,NA,78,"android","other","win",8181,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Mobile Safari/537.36",NA,25300,NA,7704150,176541,47478,114224,"participate","so",892,412,2024-03-30 21:56:15,2024-03-31 00:12:36,7,3,3.84,1.28888888888889,4.64285714285714,4.4375
67497,"74VAS",2.2,3.3,2.6,3.7,1.8,4.6,4.3,3.7,2.2,4.5,4.4,1.3,4.5,4.2,4.5,4.1,2.6,3.3,4.1,4.6,4.4,4,4.1,3.9,3.6,4,4.1,1.6,4.3,4.6,4.4,4.9,1.8,3.7,3.8,1.6,4.8,4.4,4.6,4.5,4.9,79,21,"woman","high school","student",500,"euro",500,"Apple IPad",67,"iphone","mac","mac",882,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html - thank.html",8,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.0 Mobile/15E148 Safari/604.1",NA,64156,NA,74596,129327,97383,206616,"participate","so",896,414,2024-03-30 22:45:15,2024-03-30 22:59:57,7,3.5,4.22,4.07777777777778,4.38571428571429,2.3
15971,"66VASnt",5,3.9,4.5,5,4.2,4.4,3.2,3.1,3.4,5,3.6,3.6,4.7,3.5,2.3,4.4,5,4.2,3.2,4,2.3,1.4,4.7,4.3,5,4.6,4.6,3.2,2,4.3,2.2,4.4,2.8,4.3,5,2.6,5,4,3.1,2.9,5,50,20,"woman","high school","student",450,"euro",450,"Android smartphome",0,"mac","mac","mac",256,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Safari/605.1.15",NA,14478,52619,38708,46620,38827,62846,"participate","so",1180,820,2024-03-31 00:16:55,2024-03-31 00:21:11,7,4.57142857142857,3.23,4.31111111111111,4.2,3.175
92000,"74VAS",2.3,3.6,3.8,2.5,1.4,1.9,3.8,3.7,4,4.9,5,4.3,1.3,3.6,2.1,2.4,3.5,1,3.8,3.8,3.2,3.8,4.4,4.6,4.2,4.4,1.9,2.3,1.5,4.5,2.4,1.9,4.1,5,4.3,5,5,4.8,3.8,2.4,3.4,52,21,"woman","primary","student",2500,"euro",2500,"Apple Tablet",0,"iphone","mac","mac",386,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Mobile/15E148 Safari/604.1",NA,31119,NA,50380,78500,27323,119297,"participate","so",812,375,2024-03-31 15:11:44,2024-03-31 15:18:10,7,3.32857142857143,3.52,1.95555555555556,4.65714285714286,3.8625
704,"66VASnt",4.8,4.2,4.1,3.5,1,1.6,1.6,2.2,3.7,4.6,4.7,4.2,1.3,1.7,4.6,4.2,3.9,3.9,3.9,4.2,2.2,3.8,3.1,4.3,1.4,4,1.3,4.7,4.6,3,1.5,2.4,3.9,1.9,4.5,4.3,4.6,4.6,4.4,1.7,1.8,33,24,"woman","college","student",NA,NA,NA,NA,32,"win","win","other",502,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36",NA,41735,66262,84936,62524,165836,76295,"participate","so",960,1440,2024-03-31 16:16:44,2024-03-31 16:25:06,7,3.68571428571429,2.83,2.13333333333333,4.24285714285714,4.1125
64563,"89LIK",5,5,5,5,2,5,4,2,2,5,4,5,4,2,5,5,5,3,3,4,4,4,5,4,1,3,4,3,2,3,3,4,3,3,5,5,4,4,2,3,3,51,19,"woman","primary","student",NA,"other",NA,"Apple smartphone ",4,"mac","mac","mac",921415,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html - thank.html",8,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Safari/605.1.15",NA,14205,NA,33829,35247,27450,61777,"participate","so",1080,810,2024-03-31 16:31:14,2024-04-11 08:28:09,7,4.42857142857143,2.9,3.66666666666667,3.85714285714286,4
66,"74VAS",2.4,1.9,3.7,5,5,3.3,2.6,1.1,2.3,5,3.9,2.1,4.4,3.8,1.6,4.2,2.1,4.2,4.4,4.3,3.9,4.9,5,4,4.7,4.6,2.4,4.4,4,4.1,5,4.4,1.6,3.6,5,1.5,4.5,4.6,4.1,2.2,3.5,59,19,"woman","high school","student",200,"euro",200,"Iphone",18,"mac","mac","mac",345,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1.2 Safari/605.1.15",NA,70642,NA,64271,38534,45228,80093,"participate","so",900,1440,2024-03-31 18:21:14,2024-03-31 18:26:59,7,3.68571428571429,3.7,3.73333333333333,4.35714285714286,2.8
82551,"66VASnt",3,1.6,2.1,3,3.3,4.1,3.7,3.2,1,4.7,4.8,1.6,3,4,4.3,4.4,3,3.5,4.3,3.7,2.8,1.6,4.6,4.3,2.5,4.6,4.2,1.4,3.8,1.8,3.5,4.1,2.4,4.2,2.9,1.7,4.6,3.7,4.5,3.7,4.1,91,20,"man","high school","student",NA,NA,NA,"Apple Iphone ",87,"iphone","mac","mac",390,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",NA,34600,66354,76222,44507,80041,80875,"participate","so",844,390,2024-04-01 09:51:41,2024-04-01 09:58:11,7,3.32857142857143,3.8,3.82222222222222,4.02857142857143,1.675
34056,"74VAS",5,4.8,1.7,3.4,3.1,2.2,2.9,2.9,3.7,4.3,4.5,4.5,1.5,4.2,4.4,3.5,5,2.9,4.6,4.7,1.2,4.6,4.6,3.8,4.8,5,3.4,3.8,1.6,2,1.5,3.6,3.4,2.9,4.6,3.7,5,3.5,1.7,3.6,4.2,61,26,"woman","high school","student",800,"euro",800,"Head phones",50,"android","win","win",759798,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html - thank.html - thank.html - thank.html",10,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Mobile Safari/537.36",NA,11158,NA,52869,40959,25513,71676,"participate","so",800,360,2024-04-02 08:03:11,2024-04-11 03:06:29,7,4.54285714285714,2.86,3.11111111111111,3.95714285714286,3.775
44253,"89LIK",3,2,1,4,2,4,3,4,2,5,5,3,3,4,4,4,3,4,4,4,4,1,5,5,3,4,2,2,4,3,3,4,2,5,5,2,5,4,5,4,5,67,20,"man","high school","student",NA,"euro",NA,"Windows PC",57,"mac","mac","win",309,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Safari/605.1.15",NA,15425,NA,60419,39892,32746,104343,"participate","so",727,1194,2024-04-02 11:03:06,2024-04-02 11:08:15,7,3.85714285714286,4,3.55555555555556,4.42857142857143,1.875
24988,"74VAS",3.5,1.4,2.1,3.3,2.4,4.3,1.9,3,1.4,4.7,3.8,2.4,3.5,3.1,4.3,3.1,3.5,2.8,4.6,3.8,4.7,1.9,5,3.3,2.4,3.1,2.7,1.9,4.7,3.1,4.4,4.3,1.4,4,3.3,2.1,4.6,2.4,2.7,3.8,4.4,67,20,"woman","high school","student",0,"euro",0,"android smartphone",19,"win","win","win",299,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:123.0) Gecko/20100101 Firefox/123.0",NA,15043,NA,56490,64178,38608,65776,"participate","so",864,1536,2024-04-02 13:53:52,2024-04-02 13:58:51,7,3.61428571428571,3.54,3.47777777777778,3.78571428571429,1.825
74738,"74VAS",3.8,2.4,2.5,3,3.5,4.3,4.2,4,2.5,4.2,4.3,2.6,2.8,4.3,3.8,3.7,2.9,3.2,4.8,3.5,3.6,2.5,2.7,4.6,1.4,4.3,2.7,2.2,2.8,3.9,3.5,4.3,1.8,3.4,2.6,2.5,4.7,3.6,3.5,3.7,3.9,60,28,"woman","technical school","employed",2000,"euro",2000,"Android Smartphone",54,"win","other","win",1897,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0",NA,50688,NA,181096,117731,738928,369891,"participate",NA,1080,1920,2024-04-02 14:05:19,2024-04-02 14:36:56,7,2.88571428571429,3.71,3.56666666666667,4.3,2.375
87018,"89LIK",3,5,4,5,2,4,4,4,3,4,4,3,2,4,5,2,3,4,1,5,4,2,5,3,5,5,3,4,3,5,1,5,3,3,5,3,4,4,4,3,5,43,26,"man","technical school","student",1.5,"euro",1.5,"Sony Camera",58,"mac","mac","mac",438,"start.html - start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",8,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.3.1 Safari/605.1.15",NA,48782,NA,54100,83959,58331,98291,"participate","so",1366,1024,2024-04-02 14:41:55,2024-04-02 14:49:13,7,4.42857142857143,3.7,3.33333333333333,3.57142857142857,3.375
53628,"89LIK",5,3,4,5,3,4,4,4,2,5,4,5,2,4,4,2,4,4,4,4,2,2,5,4,5,5,2,2,2,5,5,2,5,4,5,5,4,5,4,2,4,55,24,"woman","high school","student",1200,"euro",1200,"Apple Smartphone",42,"win","win","win",274,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36",NA,20166,NA,40170,55245,40218,74689,"participate","so",720,1280,2024-04-02 16:58:38,2024-04-02 17:03:12,7,4.71428571428571,3.8,2.77777777777778,4.42857142857143,3.5
2498,"89LIK",5,4,4,5,1,1,2,3,2,5,5,4,2,3,5,2,4,1,4,3,1,2,5,4,5,5,2,2,4,5,2,2,4,3,5,4,5,3,4,1,4,81,24,"nonbinary","college","employed",3300,"dollar",3036,"Self-built PC (runs Windows)",83,"win","win","win",878,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:124.0) Gecko/20100101 Firefox/124.0",NA,725278,NA,19612,22556,22461,58839,"participate","jk",1080,1920,2024-04-02 18:28:31,2024-04-02 18:43:09,7,4.85714285714286,3,1.77777777777778,4.42857142857143,3.25
53304,"74VAS",3.5,2.5,3.5,2.7,3.2,3.1,2.1,2.4,2.7,5,4.4,3.4,2.5,2.4,3.4,2.7,2.6,2.6,2.3,2.4,2.4,2.7,3.7,4.5,3.5,3.2,2.8,3.7,2.5,4.8,1.5,3.6,2.6,3.2,3.3,2.9,3.5,3.4,2.7,2.3,3.5,33,22,"woman","high school","student",450,"euro",450,"Apple Phone",34,"mac","mac","mac",339,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.3.1 Safari/605.1.15",NA,22112,NA,57007,63399,41594,91709,"participate","so",1050,1680,2024-04-03 08:56:41,2024-04-03 09:02:20,7,3.24285714285714,2.48,2.92222222222222,3.98571428571429,3
14763,"74VAS",5,3.9,5,5,1,1,1,3.6,2.3,3.3,5,4.6,2.1,3.9,5,1,5,2.2,3.2,2.7,1,3.7,3.5,5,5,5,1,1,2.6,5,1.2,2.4,2.1,3,5,1,5,1.6,3.3,3,5,76,42,"woman","college","student",1500,"euro",1500,"Android smartphone",23,"android","win","win",244,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Mobile Safari/537.36",NA,22051,NA,46834,38013,20173,77985,"participate","jk",814,367,2024-04-03 10:18:41,2024-04-03 10:22:45,7,4.78571428571429,2.73,2.07777777777778,4.01428571428571,2.95
55023,"74VAS",4.6,2.3,3.5,4.9,3.9,3.8,3.8,3.9,1,4.7,4.5,3.3,4.3,5,5,3.8,4.1,4.5,3.9,2.8,4.6,1.5,4.8,4,4.9,3.8,4.1,1,3.6,2.6,4.9,1.7,1,5,5,1.2,3.4,1.2,4.2,3.7,5,77,24,"woman","college graduate","employed",2700,"euro",2700,"64 core Tower PC ",91,"android","linux","linux",339,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Mobile Safari/537.36",NA,22815,NA,50979,48645,60667,91461,"participate","ind",640,360,2024-04-03 14:50:23,2024-04-03 14:56:02,7,4.75714285714286,4.16,3.86666666666667,3.47142857142857,1.85
64808,"66VASnt",1.6,1,1,4.2,1.2,4.2,3.1,2.9,1,5,5,1,3.2,3.3,5,1.5,1.6,2.9,4.1,3.5,4.9,1.1,4.9,4.3,3.2,3.5,3,1,3.5,5,3.5,3.3,1.1,5,4.9,1.1,4.9,4,4.9,2.9,3.9,55,61,"man","college graduate","employed",4500,"euro",4500,"Radio",38,"win","win","win",278,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36 Edg/123.0.0.0",NA,27697,48513,37646,65136,35561,62704,"participate","sc",1080,1920,2024-04-03 14:52:45,2024-04-03 14:57:23,7,3.62857142857143,3.81,2.9,4.61428571428571,1.0375
39614,"66VASnt",5,2,2.1,5,3.9,4.5,2.2,2.9,1.7,4.4,3.1,3.8,3.8,3,4.8,5,3.8,4,4.9,3.9,4.3,3.5,5,3.6,3.8,4.5,2.6,1.4,3.3,4.4,1.5,3.5,1.7,3.2,4.8,3.6,4.6,4,4.7,4.3,5,82,31,"man","college graduate","student",4500,"euro",4500,"MacBook Air M2 ",50,"iphone","mac","mac",634,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.3.1 Mobile/15E148 Safari/604.1",NA,118534,73708,111226,52880,126654,147966,"participate","ind",667,375,2024-04-03 15:01:52,2024-04-03 15:12:26,7,4.6,3.35,4.06666666666667,4.14285714285714,2.475
66891,"89LIK",4,1,2,2,2,4,5,5,2,5,5,4,2,3,4,2,4,1,4,4,2,1,2,5,3,4,1,1,4,2,4,3,1,5,3,1,5,4,4,4,2,68,33,"man","college","employed",2200,"euro",2200,"Lenovo laptop",80,"android","linux","linux",366,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Mobile Safari/537.36",NA,39697,NA,47168,53683,38125,76913,"participate","ind",873,393,2024-04-03 15:13:41,2024-04-03 15:19:47,7,3.14285714285714,4,2.33333333333333,4.28571428571429,1.625
63849,"74VAS",5,2.6,2.7,3.8,1.4,3,3,3.4,4.6,4.8,4.7,4,1.6,3.1,4.9,2.4,4.1,2.2,2.7,4.6,3.5,2.9,4.7,4.6,4.9,4.9,1.3,3.7,2.6,4.4,3.3,2.5,2.9,3.6,4.5,3.6,4.8,3.7,4.6,2.8,2.4,31,28,"woman","college graduate","employed",2300,"euro",2300,"devices are like children - there is no favorite",80,"linux","linux","linux",432,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0",NA,55709,NA,87394,77789,44641,100768,"participate","ind",1200,1920,2024-04-03 15:21:35,2024-04-03 15:28:47,7,4.55714285714286,3.66,2.17777777777778,4.24285714285714,3.375
70749,"89LIK",3,2,2,5,5,5,5,4,2,3,1,3,4,4,4,5,3,5,2,4,3,2,5,2,3,4,4,2,4,3,4,4,2,3,4,2,2,3,4,4,4,100,34,"man","college","student",1000,"euro",1000,"Calculator",100,"android","win","win",288,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Mobile Safari/537.36",NA,50615,NA,40706,31561,37135,80246,"participate","ind",740,360,2024-04-03 15:44:35,2024-04-03 15:49:23,7,3.85714285714286,3.9,4.44444444444444,2.28571428571429,2.125
6709,"74VAS",4.4,1.9,2.5,3.4,3.6,4.2,3.8,3.4,1.8,4.3,4.8,3.3,4.1,3.8,3.4,3.2,3.8,1,4.3,1.9,4.2,1.3,3.5,4.7,4.2,4.1,3.7,2,4.1,2.4,3.8,3.9,1.6,4.5,4.7,3.3,4.9,3.8,4.3,4.4,4.2,68,20,"woman","primary","student",80,"euro",80,"Smartphone",32,"mac","mac","mac",420,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Safari/605.1.15",NA,15817,NA,98688,85451,45319,110441,"participate","so",1180,820,2024-04-03 15:57:18,2024-04-03 16:04:18,7,3.91428571428571,3.79,3.58888888888889,4.17142857142857,2.2125
96923,"66VASnt",5,3.1,1.8,3.2,1.5,2.9,4.6,3.9,2.3,4.9,5,4,1.4,3.9,4.6,3.6,4.6,2.6,3.9,3.8,1.6,4.9,3.9,5,4.4,3.9,1.6,2.1,2.9,4.1,4,2.1,4,2.8,4.3,3.9,5,4.8,3.7,4.2,4.9,61,31,"woman","college graduate","student",800,"euro",800,"Android Smartphone",58,"win","win","win",333,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36",NA,20696,101123,64955,35256,66950,38596,"participate","so",823,1463,2024-04-03 16:20:39,2024-04-03 16:26:12,7,4.28571428571429,3.51,2.75555555555556,4.67142857142857,3.2625
72768,"74VAS",3.7,4.9,4.4,4.5,2.3,1.8,2.6,3.3,5,4.5,3.6,5,2.8,3.5,5,2.7,4.1,1.9,2.4,3.7,2.2,4.4,5,5,4.6,1.8,2.3,4.1,2.2,4.3,3.9,2.4,5,2.4,4.1,5,4.5,4.8,3.9,1.7,3.8,50,21,"woman","college","student",400,"euro",400,"Android Smartphone",24,"win","win","mac",393,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36 Edg/122.0.0.0",NA,20403,NA,83047,85649,95226,51766,"participate","so",864,1536,2024-04-03 17:46:18,2024-04-03 17:52:51,7,4.42857142857143,2.95,2.41111111111111,4.15714285714286,4.725
8812,"89LIK",5,4,1,3,2,5,5,2,1,5,4,4,2,4,4,3,4,2,3,4,5,1,5,5,4,4,2,1,5,1,2,4,3,4,4,3,3,5,5,5,4,40,22,"woman","college","employed",500,"euro",500,"Gigaset phone",9,"android","win","win",348,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36 (Ecosia android@111.0.5563.116)",NA,30308,NA,49652,47236,27685,106997,"participate","ind",780,360,2024-04-04 04:35:17,2024-04-04 04:41:05,7,4.14285714285714,4,3.22222222222222,3.71428571428571,2.25
